,first_name,genders,use,descriptions
1167,Tezcatlipoca,m,Aztec and Toltec Mythology,"Tezcatlipoca m Aztec and Toltec MythologyMeans ""smoking mirror"" in Nahuatl. In Aztec and other Mesoamerican mythology he was one of the chief gods, associated with the night sky, winds, war, and the north. Like his rival Quetzalcoatl, he was a creator god."
1168,Thaleia,f,Greek Mythology,Thaleia f Greek MythologyAncient Greek form of Thalia.
1169,Thalia,f,Greek Mythology (Latinized),"Thalia f Greek Mythology (Latinized), GreekFrom the Greek name Θάλεια (Thaleia), derived from θάλλω (thallo) meaning ""to blossom"". In Greek mythology she was one of the nine Muses, presiding over comedy and pastoral poetry. This was also the name of one of the three Graces or Χάριτες (Charites)."
1170,Thanatos,m,Greek Mythology,"Thanatos m Greek MythologyMeans ""death"" in Greek. This was the name of the Greek god of death who resided with Hades in the underworld."
1171,Theano,f,Ancient Greek,"Theano f Ancient Greek, Greek Mythology, GreekFrom Greek θεά (thea) meaning ""goddess"". Theano was a 6th-century BC Greek philosopher associated with Pythagoras. The name was also borne by several figures from Greek mythology."
1172,Theia,f,Greek Mythology,"Theia f Greek MythologyPossibly derived from Greek θεά (thea) meaning ""goddess"". In Greek myth this was the name of a Titan goddess of light, glittering and glory. She was the wife of Hyperion and the mother of the sun god Helios, the moon goddess Selene, and the dawn goddess Eos."
1173,Themis,f,Greek Mythology,"Themis f Greek MythologyMeans ""law of nature, divine law, that which is laid down"" in Greek. In Greek mythology this was the name of a Titan who presided over custom and natural law. She was often depicted blindfolded and holding a pair of scales. By Zeus she was the mother of many deities, including the three Μοῖραι (Moirai) and the three Ὥραι (Horai)."
1174,Theseus,m,Greek Mythology,"Theseus m Greek MythologyPossibly derived from Greek τίθημι (tithemi) meaning ""to set, to place"". Theseus was a heroic king of Athens in Greek mythology. He was the son of Aethra, either by Aegeus or by the god Poseidon. According to legend, every seven years the Cretan king Minos demanded that Athens supply Crete with seven boys and seven girls to be devoured by the Minotaur, a half-bull creature that was the son of Minos's wife Pasiphaë. Theseus volunteered to go in place of one of these youths in order to slay the Minotaur in the Labyrinth where it lived. He succeeded with the help of Minos's daughter Ariadne, who provided him with a sword and a roll of string so he could find his way out of the maze."
1175,Thisbe,f,Greek Mythology,"Thisbe f Greek Mythology, Roman MythologyFrom the name of an ancient Greek town in Boeotia, itself supposedly named after a nymph. In a Greek legend (the oldest surviving version appearing in Latin in Ovid's Metamorphoses) this is the name of a young woman from Babylon. Believing her to be dead, her lover Pyramus kills himself, after which she does the same to herself. The splashes of blood from their suicides is the reason mulberry fruit are red."
1176,Thor,m,Norse Mythology,"Thor m Norse Mythology, Norwegian, Danish, SwedishFrom the Old Norse Þórr meaning ""thunder"", ultimately from the early Germanic *Þunraz. In Norse mythology Thor is a god of storms, thunder, war and strength, a son of Odin. He is portrayed as red-bearded, short-tempered, armed with a powerful hammer called Mjölnir, and wearing an enchanted belt called Megingjörð that doubles his strength. During Ragnarök, the final battle at the end of the world, it is foretold that Thor will slay the monstrous sea serpent Jörmungandr but be fatally poisoned by its venom."
1177,Þórr,m,Norse Mythology,Þórr m Norse MythologyOriginal Old Norse form of Thor.
1178,Thoth,m,Egyptian Mythology (Hellenized),"Thoth m Egyptian Mythology (Hellenized)Greek form of Egyptian ḏḥwtj (reconstructed as Djehuti), which is of uncertain meaning. In Egyptian mythology Thoth was the god of the moon, science, magic, speech and writing. He was often depicted as a man with the head of an ibis."
1179,Þrymr,m,Norse Mythology,Þrymr m Norse MythologyOld Norse form of Trym.
1180,Þunor,m,Anglo-Saxon Mythology,Þunor m Anglo-Saxon MythologyAnglo-Saxon cognate of Þórr (see Thor).
1181,Tiamat,f,Semitic Mythology,"Tiamat f Semitic MythologyFrom Akkadian tâmtu meaning ""sea"". In Babylonian myth Tiamat was the personification of the sea, appearing in the form of a huge dragon. By Apsu she gave birth to the first of the gods. Later, the god Marduk (her great-grandson) defeated her, cut her in half, and used the pieces of her body to make the earth and the sky."
1182,Tisiphone,f,Greek Mythology,"Tisiphone f Greek MythologyMeans ""avenging murder"" in Greek, derived from τίσις (tisis) meaning ""vengeance"" and φονή (phone) meaning ""murder"". This was the name of one of the Furies or Ἐρινύες (Erinyes) in Greek mythology. She killed Cithaeron with the bite of one of the snakes on her head."
1183,Tiw,m,Anglo-Saxon Mythology,Tiw m Anglo-Saxon MythologyAnglo-Saxon form of Tiwaz (see Tyr).
1184,Tlaloc,m,Aztec and Toltec Mythology,"Tlaloc m Aztec and Toltec Mythology, Indigenous American, NahuatlMeans ""of the earth"" in Nahuatl. He was the Aztec god of rain and fertility, the husband of Chalchiuhticue."
1185,Trym,m,Norse Mythology,"Trym m Norse Mythology, NorwegianFrom Old Norse Þrymr meaning ""noise, uproar"". In Norse mythology he was a king of the giants who stole Mjölnir, Thor's hammer. Trym demanded that he wed the beautiful Freya in exchange for it, so Thor disguised himself in a wedding dress and killed the giant."
1186,Tsukuyomi,m,Japanese Mythology,"Tsukuyomi m Japanese MythologyFrom Japanese 月 (tsuku) meaning ""moon"" and 読 (yomi) meaning ""to read"". In Japanese mythology Tsukuyomi was the god of the moon, the sibling of Amaterasu and Susanoo."
1187,Turnus,m,Roman Mythology,"Turnus m Roman MythologyMeaning unknown. According to Virgil's Aeneid, Turnus was a king of the Rutuli. He led the Latins in war against the Trojans led by Aeneas. At the end of the book he is killed by Aeneas in a duel."
1188,Tuulikki,f,Finnish,"Tuulikki f Finnish, Finnish MythologyMeans ""little wind"" in Finnish, derived from tuuli ""wind"". This was the name of a Finnish forest goddess, the daughter of Tapio."
1189,Tyche,f,Greek Mythology,"Tyche f Greek MythologyMeans ""chance, luck, fortune"" in Greek. This was the name of the Greek goddess of fortune, luck and fate."
1190,Tychon,m,Greek Mythology,"Tychon m Greek Mythology, Ancient GreekFrom Greek τύχη (tyche) meaning ""chance, luck, fortune"", a derivative of τυγχάνω (tynchano) meaning ""hit the mark, succeed"". This was the name of a minor deity associated with Priapus in Greek mythology. It was also borne by a 5th-century saint from Cyprus."
1191,Týr,m,Norse Mythology,Týr m Norse MythologyOld Norse form of Tyr.
1192,Tyr,m,Norse Mythology,"Tyr m Norse MythologyFrom Týr, the Old Norse form of the name of the Germanic god Tiwaz, related to Indo-European dyeus (see Zeus). In Norse mythology he was a god associated with war and justice, by some accounts a son of Odin. While the gods bound the great wolf Fenrir, Tyr placated the beast by placing his right hand in its mouth. After the binding was successful, Fenrir bit off Tyr's hand. At the time of the end of the world, Ragnarök, it is foretold that Tyr will slay and be slain by the giant hound Garm."
1193,Ukko,m,Finnish,"Ukko m Finnish, Finnish MythologyMeans ""old man"" in Finnish. In Finnish mythology Ukko is the god of the sky and thunder."
1194,Ulysses,m,Roman Mythology,"Ulysses m Roman Mythology, EnglishLatin form of Odysseus. It was borne by Ulysses S. Grant (1822-1885), the commander of the Union forces during the American Civil War, who went on to become an American president. Irish author James Joyce used it as the title of his book Ulysses (1922), which loosely parallels Homer's epic the Odyssey."
1195,Uma,f,Hinduism,"Uma f Hinduism, Indian, Telugu, Kannada, Malayalam, Tamil, HindiMeans ""flax"" in Sanskrit. This is another name of the Hindu goddess Parvati. In Hindu texts it is said to derive from the Sanskrit exclamation उ मा (u ma) meaning ""O (child), do not (practice austerities)!"", which was addressed to Parvati by her mother."
1196,Urania,f,Greek Mythology (Latinized),Urania f Greek Mythology (Latinized)Latinized form of Ourania.
1197,Uranus,m,Greek Mythology (Latinized),"Uranus m Greek Mythology (Latinized)From Greek Οὐρανός (Ouranos), the name of the husband of Gaia and the father of the Titans in Greek mythology. His name is derived from οὐρανός (ouranos) meaning ""the heavens"". This is also the name of the seventh planet in the solar system."
1198,Urd,f,Norse Mythology,"Urd f Norse MythologyFrom Old Norse Urðr meaning ""fate"". In Norse mythology Urd was one of the three Norns, or goddesses of destiny. She was responsible for the past."
1199,Urien,m,Welsh,"Urien m Welsh, Welsh Mythology, Arthurian RomanceMeans ""privileged birth"" from Celtic orbo ""privileged"" and gen ""birth"". In Welsh legend and Arthurian romances Urien is a king of Gore and the husband of Morgan le Fay."
1200,Urmazd,m,Persian Mythology,Urmazd m Persian MythologyModern Persian form of Ahura Mazda.
1201,Urðr,f,Norse Mythology,Urðr f Norse MythologyOld Norse form of Urd.
1202,Usha,f,Hinduism,"Usha f Hinduism, Indian, Kannada, Tamil, Telugu, Malayalam, Hindi, Marathi, NepaliVariant of Ushas."
1203,Ushas,f,Hinduism,"Ushas f HinduismMeans ""dawn"" in Sanskrit. This is the name of the Hindu goddess of the dawn, considered the daughter of heaven."
1204,Uther,m,Welsh Mythology,"Uther m Welsh Mythology, Arthurian RomanceFrom the Welsh name Uthyr, derived from Welsh uthr meaning ""terrible"". In Arthurian legend Uther was the father of King Arthur. He appears in some early Welsh texts, but is chiefly known from the 12th-century chronicles of Geoffrey of Monmouth."
1205,Uthyr,m,Welsh Mythology,"Uthyr m Welsh Mythology, Arthurian RomanceWelsh form of Uther."
1206,Uttara,m,Hinduism,"Uttara m & f Hinduism, Indian, MarathiMeans ""north"" in Sanskrit. This is a transcription of both the masculine form उत्तर (also written Uttar) and the feminine form उत्तरा (also written Uttarā), both of which occur in the Hindu epic the Mahabharata belonging to the son and daughter of King Virata."
1207,Utu,m,Sumerian Mythology,"Utu m Sumerian MythologyDerived from Sumerian 𒌓 (ud) meaning ""sun"". In Sumerian mythology this was the name of the god of the sun. He was the son of the moon god Nanna and Ningal."
1208,Vahagn,m,Armenian Mythology,"Vahagn m Armenian Mythology, ArmenianFrom Avestan Verethragna meaning ""breaking of defense, victory"". In Armenian mythology this was the name of the heroic god of war."
1209,Väinämöinen,m,Finnish Mythology,"Väinämöinen m Finnish MythologyDerived from Finnish väinä meaning ""wide and slow-flowing river"". In Finnish mythology Väinämöinen was a wise old magician, the son of the primal goddess Ilmatar. He is the hero of the Finnish epic the Kalevala."
1210,Vaishnavi,f,Hinduism,"Vaishnavi f Hinduism, Tamil, Indian, Telugu, MarathiDerived from the name of the Hindu god Vishnu, meaning ""belonging to Vishnu"". This is the name of one of the seven Matrika goddesses in Hinduism."
1211,Valli,f,Hinduism,"Valli f HinduismMeans ""creeping plant"" in Dravidian. In Dravidian mythology the goddess Valli was the wife of Murunga."
1212,Vanadís,f,Norse Mythology,"Vanadís f Norse MythologyMeans ""goddess of the Vanir"" in Old Norse. This was an epithet of the Norse goddess Freya, given because she was a member of the Vanir (as opposed to the Æsir)."
1213,Varuna,m,Hinduism,"Varuna m HinduismProbably from a Sanskrit word meaning ""to surround"". In Hindu mythology Varuna is a god of water and the celestial ocean surrounding the world. He is one of the chief gods in the Rigveda."
1214,Vasanta,m,Hinduism,"Vasanta m HinduismMeans ""brilliant"" or ""spring"" in Sanskrit. This is the name of a Hindu personification of the spring."
1215,Vasu,m,Hinduism,"Vasu m Hinduism, Indian, Kannada, Malayalam, Telugu, Tamil, HindiMeans ""bright, excellent"" in Sanskrit. This is an epithet of several Hindu gods. It also belonged to one of the authors of the Rigveda."
1216,Vayu,m,Hinduism,"Vayu m HinduismMeans ""air, wind"" in Sanskrit. This is the name of the Hindu god of the air and wind, one of the five elements."
1217,Veles,m,Slavic Mythology,Veles m Slavic MythologyVariant of Volos.
1218,Vellamo,f,Finnish Mythology,"Vellamo f Finnish MythologyFrom Finnish velloa ""to surge, to swell"". This was the name of a Finnish goddess of the sea, the wife of Ahti."
1219,Vena,m,Hinduism,"Vena m HinduismDerived from Sanskrit वेन (vena) meaning ""yearning"". This is the name of an evil king in Hindu mythology."
1220,Venere,f,Roman Mythology (Italianized),Venere f Roman Mythology (Italianized)Italian form of Venus.
1221,Vénus,f,"Roman Mythology (Gallicized, Portuguese-style)","Vénus f Roman Mythology (Gallicized, Portuguese-style)French and European Portuguese form of Venus."
1222,Vênus,f,Roman Mythology (Portuguese-style),Vênus f Roman Mythology (Portuguese-style)Brazilian Portuguese form of Venus.
1223,Venus,f,Roman Mythology,"Venus f Roman MythologyMeans ""love, sexual desire"" in Latin. This was the name of the Roman goddess of love and sex. Her character was assimilated with that of the Greek goddess Aphrodite. As the mother of Aeneas she was considered an ancestor of the Roman people. The second planet from the sun is named after her."
1224,Verdandi,f,Norse Mythology,"Verdandi f Norse MythologyFrom Old Norse Verðandi meaning ""becoming, happening"". Verdandi was one of the three Norns, or goddesses of destiny, in Norse mythology. She was responsible for the present."
